Date,Rot,VH,Team,1st,2nd,3rd,Final,Open,Close
1210,20,H,Calgary ,0,1,0,1,5.5u35,5.5u30
1210,21,V,Carolina ,1,1,2,4,5.5u15,5.5u20
1210,22,H,Edmonton ,3,1,0,5,-130,-131
1210,23,V,NY Islanders ,0,0,2,3,5.5o20,5.5o30
1210,24,H,San Jose ,0,2,0,2,-300,-320
1211,51,V,Los Angeles ,1,0,2,3,-130,-124
1211,52,H,Toronto ,0,1,0,1,5o15,5o30
1211,53,V,Philadelphia ,1,1,0,2,5.5o04,5.5o13
1211,54,H,Chicago ,0,5,2,7,-191,-190
1211,55,V,Minnesota ,0,0,1,1,5o15,5o15
1211,56,H,Anaheim ,0,2,0,2,-145,-126
1212,1,V,Montreal ,0,0,1,1,-128,-142
1212,2,H,Philadelphia ,1,1,0,2,5o09,5o20
1212,3,V,Columbus ,3,0,1,4,5o04,5u19
1212,4,H,NY Rangers ,1,0,1,2,-136,-162
1212,5,V,Detroit ,1,0,0,1,5.5u25,5o40
1212,6,H,Tampa Bay ,0,1,0,2,-130,-117
1212,7,V,Buffalo ,1,0,0,1,5o37,5o35
1212,8,H,Ottawa ,1,1,0,2,-185,-190
1212,9,V,Toronto ,0,1,2,3,5.5u15,5.5
1212,10,H,St. Louis ,3,1,2,6,-225,-255
1212,11,V,Colorado ,1,2,0,4,-113,-110
1212,12,H,Winnipeg ,2,0,1,3,5.5u25,5o50
1212,13,V,Dallas ,1,0,0,1,5.5u25,5.5u40
1212,14,H,Nashville ,2,1,0,3,-108,-122
1212,15,V,Carolina ,0,0,1,1,-104,5.5u25
1212,16,H,Calgary ,0,1,0,2,5.5o04,-116
1212,17,V,NY Islanders ,1,2,0,3,5.5o25,5.5o20
1212,18,H,Phoenix ,1,4,1,6,-185,-176
1212,19,V,Boston ,3,0,1,4,-142,-127
1212,20,H,Edmonton ,0,2,0,2,5o37,5o40
1212,21,V,Minnesota ,0,0,1,1,5o09,5o15
1212,22,H,San Jose ,2,1,0,3,-191,-210
1213,51,V,New Jersey ,0,2,0,2,5o20,5
1213,52,H,Pittsburgh ,3,0,0,3,-205,-190
1213,53,V,Washington ,0,2,0,2,-125,-126
1213,54,H,Florida ,0,2,0,3,5.5u20,5.5u15
1213,55,V,Edmonton ,0,0,0,0,5.5u25,5.5u20
1213,56,H,Vancouver ,0,1,3,4,-200,-210
1214,1,V,Los Angeles ,3,0,2,5,-122,-127
1214,2,H,Ottawa ,0,1,1,2,5o25,5o30
1214,3,V,Calgary ,0,0,1,2,5o15,5o20
1214,4,H,Buffalo ,0,0,1,1,-106,102
1214,5,V,Dallas ,2,3,1,6,5.5u15,5.5u20
1214,6,H,Winnipeg ,1,2,1,4,-125,-109
1214,7,V,Tampa Bay ,0,0,0,0,5u09,5o20
1214,8,H,New Jersey ,0,1,2,3,-107,-114
1214,9,V,Chicago ,1,1,1,3,-149,-181
1214,10,H,Toronto ,1,4,2,7,6u15,6u20
1214,11,V,St. Louis ,1,1,1,4,-159,-172
1214,12,H,Columbus ,3,0,0,3,5.5u25,5.5u30
1214,13,V,Pittsburgh ,2,1,1,4,5.5u30,5.5u40
1214,14,H,Detroit ,1,0,0,1,-105,-124
1214,15,V,Montreal ,0,0,0,1,-137,-131
1214,16,H,NY Islanders ,0,0,0,0,5.5u25,5.5u35
1214,17,V,Carolina ,0,1,2,3,5.5o04,5.5
1214,18,H,Phoenix ,1,0,0,1,-155,-155
1214,19,V,San Jose ,0,0,2,2,-153,-157
1214,20,H,Nashville ,1,1,1,3,5o25,5o40
1214,21,V,Minnesota ,0,0,1,2,5u20,5u20
1214,22,H,Colorado ,0,1,0,1,-142,-148
1214,23,V,Boston ,0,1,1,2,5o04,5
1214,24,H,Vancouver ,1,2,3,6,-115,-120
1215,51,V,Philadelphia ,1,1,2,4,5.5u30,5.5u35
1215,52,H,Washington ,1,0,3,5,-144,-144
1215,53,V,Tampa Bay ,0,0,3,3,5.5u40,5.5u40
1215,54,H,Detroit ,0,0,0,0,-125,-126
1215,55,V,Florida ,0,2,0,2,5o34,5o40
1215,56,H,Montreal ,0,0,1,1,-191,-170
1215,57,V,Calgary ,2,0,1,3,5o35,5o29
1215,58,H,NY Rangers ,1,1,1,4,-180,-180
1215,59,V,Los Angeles ,0,0,1,1,5.5u21,5.5u25
1215,60,H,Chicago ,3,0,0,3,-137,-134
1215,61,V,Edmonton ,1,0,1,2,5.5o20,5.5o20
1215,62,H,Anaheim ,1,1,1,3,-196,-206
1216,1,V,Winnipeg ,0,1,2,3,5o35,5.5u40
1216,2,H,Columbus ,0,0,2,2,-130,-120
1216,3,V,Toronto ,0,1,0,1,5.5u30,5.5u25
1216,4,H,Pittsburgh ,1,0,2,3,-200,-145
1216,5,V,St. Louis ,0,2,0,2,-140,-133
1216,6,H,Ottawa ,1,0,1,3,5.5o25,5.5u15
1216,7,V,Dallas ,1,0,1,2,5.5u30,5.5u30
1216,8,H,Colorado ,1,4,1,6,-150,-150
1217,51,V,Winnipeg ,0,2,0,2,-121,100
1217,52,H,Buffalo ,0,1,3,4,5o04,5o20
1217,53,V,Tampa Bay ,0,0,2,3,-113,5.5u30
1217,54,H,NY Islanders ,0,1,1,2,5.5u15,-104
1217,55,V,Florida ,1,2,0,3,5.5o04,5.5
1217,56,H,Toronto ,0,0,1,1,-135,-140
1217,57,V,Calgary ,0,0,0,0,5.5u25,5o35
1217,58,H,Boston ,0,1,1,2,-210,-210
1217,59,V,Washington ,0,2,0,2,5.5u15,5.5u25
1217,60,H,Philadelphia ,0,4,1,5,-125,-109
1217,61,V,Phoenix ,1,0,0,1,5.5u25,5.5u40
1217,62,H,Montreal ,0,0,3,3,-130,-126
1217,63,V,Anaheim ,4,1,0,5,-109,-117
1217,64,H,Detroit ,1,0,1,2,5.5u25,5.5u35
1217,65,V,San Jose ,2,1,1,4,5.5u20,5.5u25
1217,66,H,St. Louis ,0,2,0,2,-130,100
1217,67,V,Vancouver ,1,1,0,2,-104,5u20
1217,68,H,Minnesota ,1,0,1,3,5u25,-109
1217,69,V,Chicago ,2,1,0,3,-155,-142
1217,70,H,Nashville ,1,0,0,1,5.5o20,5.5u15
1217,71,V,Colorado ,1,1,0,2,5.5u25,5.5u20
1217,72,H,Dallas ,1,1,1,3,-120,-105
1217,73,V,Edmonton ,0,0,0,0,5.5u40,5.5u40
1217,74,H,Los Angeles ,1,0,2,3,-214,-210
1218,1,V,Ottawa ,0,1,1,2,5o20,5o35
1218,2,H,New Jersey ,2,2,1,5,-125,-121
1218,3,V,Pittsburgh ,0,1,2,4,-113,5o15
1218,4,H,NY Rangers ,0,1,2,3,5o15,-130
1219,51,V,Minnesota ,0,1,1,2,5o15,5
1219,52,H,Pittsburgh ,1,3,1,5,-140,-118
1219,53,V,Phoenix ,0,0,1,1,-115,-110
1219,54,H,Toronto ,1,0,0,2,5.5o20,5.5o20
1219,55,V,Boston ,0,2,0,2,-180,-163
1219,56,H,Buffalo ,1,1,2,4,5u15,5u30
1219,57,V,Columbus ,1,2,1,4,5.5u30,5.5u45
1219,58,H,Philadelphia ,0,0,5,5,-141,-149
1219,59,V,Nashville ,0,2,0,2,5.5u45,5o30
1219,60,H,Tampa Bay ,2,2,0,4,-145,-126
1219,61,V,Calgary ,1,1,0,2,5.5u35,5.5u30
1219,62,H,Detroit ,1,1,0,3,-145,-143
1219,63,V,Florida ,1,1,2,4,5.5,5.5u15
1219,64,H,Ottawa ,2,0,0,2,-140,-134
1219,65,V,Montreal ,0,1,0,1,5.5u25,5o20
1219,66,H,St. Louis ,3,0,2,5,-151,-157
1219,67,V,Vancouver ,1,0,0,1,5.5u40,-115
1219,68,H,Dallas ,2,1,1,4,-115,5.5u30
1219,69,V,Edmonton ,1,1,0,2,5.5u20,5.5u15
1219,70,H,Colorado ,0,3,1,4,-195,-182
1219,71,V,San Jose ,0,0,1,1,5,5
1219,72,H,Los Angeles ,0,2,2,4,-120,-124
1220,1,V,Anaheim ,0,1,1,3,-120,-118
1220,2,H,New Jersey ,0,1,1,2,5o15,5
1220,3,V,Washington ,0,3,1,4,5.5u30,5.5u25
1220,4,H,Carolina ,1,1,0,2,-120,-123
1220,5,V,NY Islanders ,2,1,2,5,5o40,5o40
1220,6,H,NY Rangers ,1,2,0,3,-150,-154
1220,7,V,Florida ,1,1,0,2,5.5u30,5.5u35
1220,8,H,Winnipeg ,3,2,0,5,-140,-164
1220,9,V,Vancouver ,0,1,1,3,5.5o20,5.5u15
1220,10,H,Chicago ,1,1,0,2,-170,-200
1221,51,V,Calgary ,0,2,1,3,5.5o04,5.5u25
1221,52,H,Pittsburgh ,2,2,0,4,-208,-215
1221,53,V,Phoenix ,0,2,1,4,-104,-105
1221,54,H,Ottawa ,1,2,0,3,5.5o25,5.5o15
1221,55,V,Colorado ,0,1,1,2,5u15,5u15
1221,56,H,Los Angeles ,1,1,0,3,-160,-175
1221,57,V,Detroit ,3,0,1,5,5.5u30,5.5u35
1221,58,H,Toronto ,1,2,1,4,-130,-120
1221,59,V,Philadelphia ,0,2,1,3,5.5u25,5.5u40
1221,60,H,Columbus ,1,1,4,6,-130,-119
1221,61,V,New Jersey ,1,0,3,5,5o40,5o30
1221,62,H,Washington ,0,3,1,4,-150,-140
1221,63,V,Montreal ,3,0,0,4,-104,-105
1221,64,H,Nashville ,0,2,1,3,5u20,5u15
1221,65,V,Buffalo ,1,0,0,1,5u20,5u15
1221,66,H,Boston ,1,1,2,4,-260,-270
1221,67,V,Carolina ,1,1,0,2,5o40,5o30
1221,68,H,Tampa Bay ,1,0,1,3,-150,-155
1221,69,V,Anaheim ,0,1,4,5,-150,-150
1221,70,H,NY Islanders ,1,2,0,3,5.5o25,5.5o25
1221,71,V,St. Louis ,1,1,4,6,-160,-165
1221,72,H,Edmonton ,0,0,0,0,5.5o25,5.5u20
1221,73,V,Dallas ,1,1,0,2,6u20,6u35
1221,74,H,San Jose ,0,1,1,3,-200,-200
1222,1,V,Minnesota ,1,0,0,1,5u15,5u20
1222,2,H,NY Rangers ,1,2,1,4,-109,-114
1222,3,V,Winnipeg ,0,1,0,1,5o35,5o40
1222,4,H,Vancouver ,1,0,1,2,-164,-190
1223,51,V,Anaheim ,1,1,1,3,5.5o25,-125
1223,52,H,Washington ,2,0,0,2,-110,5.5o25
1223,53,V,Phoenix ,0,1,0,1,-140,-140
1223,54,H,Buffalo ,0,0,1,2,5o30,5o35
1223,55,V,Columbus ,1,1,2,4,5o35,5.5u25
1223,56,H,Carolina ,1,1,1,3,-130,-126
1223,57,V,Toronto ,0,0,1,1,5o30,5.5u30
1223,58,H,NY Rangers ,0,0,1,2,-130,-130
1223,59,V,Pittsburgh ,0,0,0,0,-140,-120
1223,60,H,Ottawa ,1,1,3,5,5.5o20,5.5o20
1223,61,V,NY Islanders ,3,0,0,3,5.5u30,5.5u30
1223,62,H,Detroit ,0,0,0,0,-160,-160
1223,63,V,Minnesota ,1,0,0,1,5,5
1223,64,H,Philadelphia ,2,1,1,4,-120,-143
1223,65,V,Tampa Bay ,1,3,2,6,5o35,5.5u35
1223,66,H,Florida ,1,0,0,1,-110,-107
1223,67,V,Boston ,3,0,3,6,-130,-140
1223,68,H,Nashville ,0,1,1,2,5u20,5u20
1223,69,V,New Jersey ,0,1,1,2,5.5,5.5u40
1223,70,H,Chicago ,1,2,2,5,-200,-210
1223,71,V,St. Louis ,1,2,0,3,-163,-154
1223,72,H,Calgary ,0,1,2,4,5.5,5.5u30
1223,73,V,Winnipeg ,1,1,0,2,5.5o20,5.5o20
1223,74,H,Edmonton ,2,1,3,6,-120,-117
1223,75,V,Colorado ,2,0,2,4,5o35,5.5u35
1223,76,H,San Jose ,1,2,1,5,-180,-180
1223,77,V,Dallas ,2,1,2,5,5o30,5o20
1223,78,H,Los Angeles ,2,0,0,2,-180,-190
1227,1,V,Columbus ,1,0,0,2,5o15,5
1227,2,H,New Jersey ,0,0,1,1,-130,-131
1227,3,V,NY Rangers ,0,1,1,2,5.5u40,5.5u35
1227,4,H,Washington ,1,1,1,3,-135,-111
1227,5,V,Pittsburgh ,0,1,2,4,-118,-119
1227,6,H,Carolina ,1,1,1,3,5.5u40,5.5u45
1227,7,V,Ottawa ,0,0,0,0,5o40,5o35
1227,8,H,Boston ,0,1,4,5,-190,-193
1227,9,V,Buffalo ,2,0,1,3,5o20,5o25
1227,10,H,Toronto ,0,3,0,4,-165,-159
1227,11,V,Colorado ,0,1,1,2,5.5o25,5.5o25
1227,12,H,Chicago ,3,4,0,7,-190,-180
1227,13,V,Minnesota ,3,1,0,4,5o10,5o15
1227,14,H,Winnipeg ,4,0,2,6,-120,-120
1227,15,V,Nashville ,0,1,0,1,5.5u40,5.5u20
1227,16,H,Dallas ,1,2,1,4,-150,-148
1227,17,V,Edmonton ,1,0,1,2,5.5o25,5.5o15
1227,18,H,Calgary ,0,0,0,0,-140,-126
1227,19,V,San Jose ,0,2,1,4,-120,-124
1227,20,H,Phoenix ,1,1,1,3,5.5o20,5.5
1228,51,V,Detroit ,2,0,2,4,5o30,-114
1228,52,H,Florida ,0,2,1,3,-105,5o45
1228,53,V,Montreal ,0,1,0,2,5o10,5o15
1228,54,H,Tampa Bay ,0,1,0,1,-117,-119
1228,55,V,Boston ,1,1,1,3,-125,-120
1228,56,H,Ottawa ,2,1,1,4,5o35,5o40
1228,57,V,New Jersey ,1,0,1,2,5.5u40,5o35
1228,58,H,NY Islanders ,0,0,1,1,-135,-119
1228,59,V,Chicago ,3,1,1,5,5.5o15,5.5o20
1228,60,H,St. Louis ,1,2,2,6,-125,-131
1228,61,V,Phoenix ,0,0,2,2,5.5o15,5.5o15
1228,62,H,Anaheim ,1,0,1,3,-153,-192
1228,63,V,Los Angeles ,0,1,1,2,-150,-162
1228,64,H,Nashville ,1,0,2,3,5o10,5u20
1228,65,V,Philadelphia ,0,2,1,4,-110,-131
1228,66,H,Edmonton ,2,0,1,3,5.5u10,5.5
1229,1,V,Montreal ,0,1,0,1,-125,-112
1229,2,H,Florida ,1,2,1,4,5o09,5o30
1229,3,V,Washington ,0,0,1,1,-125,-122
1229,4,H,Buffalo ,0,1,0,2,5.5u35,5.5u35
1229,5,V,Pittsburgh ,1,1,3,5,-115,-116
1229,6,H,Columbus ,1,1,1,3,5.5u25,5.5u40
1229,7,V,St. Louis ,1,1,0,3,-120,5.5u20
1229,8,H,Dallas ,0,2,0,2,5.5o04,-105
1229,9,V,NY Rangers ,2,2,0,4,5o15,5o30
1229,10,H,Tampa Bay ,2,0,1,3,-130,-122
1229,11,V,Carolina ,0,2,0,2,5.5u15,5.5u20
1229,12,H,Toronto ,1,2,2,5,-133,-130
1229,13,V,Vancouver ,1,0,1,2,-135,-144
1229,14,H,Calgary ,0,0,0,0,5.5u25,5.5u35
1229,15,V,Winnipeg ,0,0,1,2,5.5u15,5.5u20
1229,16,H,Colorado ,0,0,1,1,-154,-155
1229,17,V,NY Islanders ,0,2,3,5,5o25,5o22
1229,18,H,Minnesota ,1,2,1,4,-190,-200
1229,19,V,Anaheim ,0,0,1,1,5.5o04,5.5o24
1229,20,H,San Jose ,2,1,0,3,-162,-163
1230,51,V,Washington ,1,0,0,1,5.5o25,5.5o30
1230,52,H,Ottawa ,1,1,1,3,-135,-120
1230,53,V,Detroit ,1,0,3,4,5o25,5o35
1230,54,H,Nashville ,2,1,3,6,-125,-105
1230,55,V,Los Angeles ,0,0,0,0,5.5u20,5.5u20
1230,56,H,Chicago ,1,0,0,1,-140,-143
1230,57,V,Philadelphia ,1,1,1,4,5o30,5o30
1230,58,H,Vancouver ,0,2,1,3,-150,-137
1231,1,V,Pittsburgh ,0,1,0,1,-130,-128
1231,2,H,New Jersey ,1,1,0,2,5o20,5o20
1231,3,V,NY Rangers ,0,0,1,2,5o20,-108
1231,4,H,Florida ,0,1,0,1,-106,5o25
1231,5,V,St. Louis ,0,2,0,2,-130,-140
1231,6,H,Minnesota ,0,0,1,1,5o25,5o15
1231,7,V,NY Islanders ,0,3,2,5,5.5u15,5.5u25
1231,8,H,Boston ,1,2,0,3,-215,-230
1231,9,V,Montreal ,2,1,1,4,-120,-110
1231,10,H,Carolina ,0,0,4,5,5,5o25
1231,11,V,Buffalo ,0,0,0,0,5o20,5o30
1231,12,H,Winnipeg ,1,1,1,3,-170,-180
1231,13,V,San Jose ,0,2,1,3,5.5o22,5.5
1231,14,H,Anaheim ,1,3,2,6,-120,-121
1231,15,V,Los Angeles ,1,0,1,2,-104,5o40
1231,16,H,Dallas ,1,2,0,3,5o15,-116
1231,17,V,Columbus ,1,1,1,3,5.5u30,5.5u30
1231,18,H,Colorado ,1,2,2,5,-160,-153
1231,19,V,Edmonton ,1,2,0,3,6u20,5.5o20
1231,20,H,Phoenix ,1,1,1,4,-180,-188
1231,21,V,Philadelphia ,1,1,2,4,-107,-101
1231,22,H,Calgary ,0,1,0,1,5.5u30,5.5u30
101,51,V,Toronto ,0,1,1,3,5o35,5o27
101,52,H,Detroit ,0,1,1,2,-125,-134
101,53,V,Tampa Bay ,0,3,1,4,5o25,5o30
101,54,H,Vancouver ,0,2,0,2,-152,-152
102,1,V,Chicago ,0,1,1,2,-170,-176
102,2,H,NY Islanders ,1,1,0,3,6o04,6u15
102,3,V,Nashville ,0,1,1,2,5o13,5o40
102,4,H,Boston ,0,0,2,3,-190,-215
102,5,V,Carolina ,1,2,0,4,5.5u13,5.5u15
102,6,H,Washington ,0,3,0,3,-143,-149
102,7,V,Winnipeg ,1,1,1,3,5.5o15,5.5
102,8,H,Ottawa ,2,0,2,4,-133,-131
102,9,V,Buffalo ,0,0,1,1,5u18,5u30
102,10,H,Minnesota ,0,3,1,4,-170,-180
102,11,V,Los Angeles ,0,0,0,0,5o18,5o20
102,12,H,St. Louis ,1,2,2,5,-138,-140
102,13,V,Montreal ,1,2,3,6,5o25,5o30
102,14,H,Dallas ,1,1,2,4,-117,-140
102,15,V,Philadelphia ,0,1,0,1,5.5u30,5.5u25
102,16,H,Colorado ,1,1,0,2,-130,-122
102,17,V,Columbus ,0,1,1,2,5.5o24,5.5
102,18,H,Phoenix ,0,0,0,0,-150,-155
102,19,V,Edmonton ,0,1,0,1,5.5o25,5.5o15
102,20,H,San Jose ,2,2,1,5,-250,-255
103,51,V,Chicago ,0,1,4,5,-155,-150
103,52,H,New Jersey ,0,1,2,3,5.5u20,5.5u40
103,53,V,NY Rangers ,0,0,2,2,5.5u30,5.5u40
103,54,H,Pittsburgh ,2,2,1,5,-170,-155
103,55,V,Tampa Bay ,0,2,0,2,-120,-140
103,56,H,Calgary ,0,0,0,0,5.5u25,5.5u30
103,57,V,Edmonton ,2,0,0,2,5.5o20,5.5
103,58,H,Anaheim ,3,1,1,5,-250,-290
1004,1,V,Winnipeg ,1,0,0,1,5o35,5o30
1004,2,H,Boston ,1,2,1,4,-190,-215
1004,3,V,San Jose ,0,2,1,3,-120,-126
1004,4,H,Colorado ,1,3,0,4,5.5u20,5.5u25
1004,5,V,Carolina ,0,3,0,3,5.5,5.5
1004,6,H,NY Islanders ,0,1,1,2,-130,-123
1004,7,V,Nashville ,1,1,2,4,5o35,5o30
1004,8,H,Florida ,2,1,1,5,-125,-120
1004,9,V,New Jersey ,0,0,1,1,-115,-120
1004,10,H,Buffalo ,0,1,1,2,5u30,5u40
1004,11,V,NY Rangers ,2,3,2,7,5o35,5o45
1004,12,H,Toronto ,0,1,0,1,-135,-125
1004,13,V,Ottawa ,3,0,0,4,5.5u40,5.5u25
1004,14,H,Montreal ,1,0,2,3,-160,-156
1004,15,V,Philadelphia ,0,2,3,5,5.5u15,5.5u15
1004,16,H,Phoenix ,0,3,0,3,-135,-130
1004,17,V,Columbus ,2,0,0,2,5.5o20,5.5u25
1004,18,H,St. Louis ,0,3,3,6,-205,-210
1004,19,V,Washington ,2,1,0,3,5o35,5o30
1004,20,H,Minnesota ,0,4,1,5,-135,-122
1004,21,V,Detroit ,3,1,1,5,5.5u15,5.5u15
1004,22,H,Dallas ,1,0,0,1,-145,-134
1004,23,V,Vancouver ,1,0,0,1,5,5
1004,24,H,Los Angeles ,0,0,3,3,-145,-142
105,51,V,Winnipeg ,2,3,0,5,5.5u25,5.5u15
105,52,H,Pittsburgh ,0,4,2,6,-210,-255
105,53,V,Nashville ,0,0,1,1,5.5u35,5.5u40
105,54,H,Carolina ,1,0,1,2,-135,-117
105,55,V,Vancouver ,2,0,1,3,5.5u35,5.5u35
105,56,H,Anaheim ,0,2,1,4,-155,-165
105,57,V,Tampa Bay ,1,2,0,3,-140,-145
105,58,H,Edmonton ,3,0,2,5,5.5,5.5u15
105,59,V,San Jose ,1,0,1,3,6u20,5.5o25
105,60,H,Chicago ,0,0,2,2,-140,-165
106,1,V,Dallas ,2,1,0,3,5.5o20,5.5o15
106,2,H,NY Islanders ,0,4,3,7,-120,-105
106,3,V,Columbus ,1,2,0,4,5o30,5o35
106,4,H,NY Rangers ,1,0,2,3,-145,-154
106,5,V,Florida ,1,0,0,1,5o20,5o25
106,6,H,Montreal ,1,1,0,2,-180,-170
106,7,V,Calgary ,1,2,1,4,5.5u30,5.5u30
106,8,H,Colorado ,2,0,1,3,-200,-190
107,53,V,NY Islanders ,1,1,3,5,5.5o25,5.5o35
107,54,H,Toronto ,1,1,1,3,-160,-155
107,55,V,Philadelphia ,0,0,2,3,5o04,5
107,56,H,New Jersey ,1,0,1,2,-118,-117
107,57,V,Tampa Bay ,1,1,2,4,5.5u25,5.5u20
107,58,H,Winnipeg ,1,1,0,2,-105,-111
107,59,V,San Jose ,0,1,1,2,-149,-130
107,60,H,Nashville ,0,3,0,3,5.5u25,5.5
107,61,V,Calgary ,0,0,0,0,5.5o20,5.5o15
107,62,H,Phoenix ,0,3,3,6,-177,-190
107,63,V,St. Louis ,1,3,1,5,-165,-175
107,64,H,Edmonton ,0,2,0,2,5.5o25,5.5o15
107,65,V,Pittsburgh ,1,1,2,5,5o25,-123
107,66,H,Vancouver ,0,1,3,4,-105,5o40
107,67,V,Boston ,0,1,1,2,5o25,5o40
107,68,H,Anaheim ,0,3,2,5,-130,-130
107,69,V,Minnesota ,0,0,1,2,5u20,5u31
107,70,H,Los Angeles ,0,0,1,1,-168,-220
108,1,V,Montreal ,0,1,0,1,5o25,5o50
108,2,H,Philadelphia ,2,1,0,3,-111,-110
108,3,V,NY Rangers ,2,0,1,3,5.5o09,5.5
108,4,H,Chicago ,0,2,0,2,-195,-190
108,5,V,Ottawa ,1,2,0,3,5.5u09,5.5u15
108,6,H,Colorado ,2,0,1,4,-143,-128
109,51,V,Dallas ,0,0,0,0,5o25,5o25
109,52,H,New Jersey ,0,1,0,1,-120,-114
109,53,V,Florida ,0,0,1,2,5u09,-125
109,54,H,Buffalo ,0,1,0,1,-120,5u15
109,55,V,Toronto ,1,0,0,1,5.5o04,5.5u20
109,56,H,Carolina ,3,1,2,6,-130,-126
109,57,V,Washington ,3,0,1,4,5.5o09,5.5o12
109,58,H,Tampa Bay ,1,1,1,3,-137,-126
109,59,V,Anaheim ,0,4,0,4,-139,-145
109,60,H,Nashville ,2,1,0,3,5.5u15,5.5u25
109,61,V,Minnesota ,1,0,3,4,5o15,5o30
109,62,H,Phoenix ,0,1,0,1,-159,-190
109,63,V,St. Louis ,2,1,2,5,-180,-190
109,64,H,Calgary ,0,0,0,0,5.5o04,5.5u30
109,65,V,Detroit ,1,0,0,1,5.5u20,5.5u30
109,66,H,San Jose ,1,3,0,4,-193,-181
109,67,V,Boston ,0,1,1,2,5u15,5u25
109,68,H,Los Angeles ,1,2,1,4,-130,-126
110,1,V,Dallas ,1,1,0,2,5.5u20,5.5u25
110,2,H,NY Rangers ,1,1,1,3,-147,-170
110,3,V,Toronto ,0,1,1,2,5.5o25,5.5o30
110,4,H,Washington ,0,1,2,3,-157,-165
110,5,V,Carolina ,0,0,0,0,5.5u20,5.5u30
110,6,H,Columbus ,2,0,1,3,-147,-155
110,7,V,NY Islanders ,0,0,1,2,5.5o09,6u20
110,8,H,Colorado ,0,1,0,1,-164,-150
110,9,V,Pittsburgh ,0,2,1,3,-176,-175
110,10,H,Edmonton ,0,0,3,4,5.5o15,6u15
110,11,V,St. Louis ,0,1,0,1,-113,5.5u30
110,12,H,Vancouver ,0,1,1,2,5.5u15,-105
111,51,V,Tampa Bay ,1,4,1,6,5.5u25,5.5u25
111,52,H,Philadelphia ,0,3,0,3,-127,-129
111,53,V,Florida ,0,1,0,1,5u15,5u30
111,54,H,New Jersey ,1,0,0,2,-143,-148
111,55,V,Chicago ,0,0,1,1,-125,-130
111,56,H,Montreal ,0,1,0,2,5.5o04,5.5u35
111,57,V,Columbus ,0,4,2,6,5.5u15,5.5u20
111,58,H,Winnipeg ,1,1,1,3,-116,-126
111,59,V,Ottawa ,0,1,0,2,5.5o04,5.5u20
111,60,H,Nashville ,0,1,0,1,-125,-116
111,61,V,Colorado ,0,2,2,4,5o04,5o15
111,62,H,Minnesota ,0,2,0,2,-125,-119
111,63,V,Anaheim ,1,3,1,5,-111,-110
111,64,H,Phoenix ,1,0,2,3,5.5o20,5.5o15
111,65,V,Pittsburgh ,1,1,0,2,-175,-190
111,66,H,Calgary ,0,0,1,1,5.5o20,5.5u27
111,67,V,Boston ,0,0,1,1,5.5u35,5.5u30
111,68,H,San Jose ,0,0,0,0,-145,-145
111,69,V,Detroit ,1,0,2,3,5o04,5u15
111,70,H,Los Angeles ,1,0,0,1,-175,-195
112,1,V,Buffalo ,1,0,0,2,5.5u35,5.5u35
112,2,H,Washington ,1,0,0,1,-200,-210
112,3,V,NY Islanders ,0,1,3,4,5.5o30,5.5o30
112,4,H,Dallas ,2,0,0,2,-150,-125
112,5,V,New Jersey ,0,2,0,2,5o25,5o25
112,6,H,Toronto ,1,1,0,3,-140,-121
112,7,V,Philadelphia ,0,0,1,1,5o25,5.5u45
112,8,H,NY Rangers ,3,1,0,4,-140,-155
112,9,V,Edmonton ,1,1,1,3,5.5o30,5.5o30
112,10,H,Chicago ,1,3,1,5,-270,-270
112,11,V,Minnesota ,2,0,2,4,5u15,5u15
112,12,H,Nashville ,0,0,0,0,-130,-151
112,13,V,Detroit ,0,0,0,0,5.5u15,5.5u25
112,14,H,Anaheim ,0,1,0,1,-200,-195
113,51,V,Calgary ,0,1,1,2,5.5u20,5.5u40
113,52,H,Carolina ,0,0,0,0,-165,-181
113,53,V,Tampa Bay ,0,2,0,2,5.5u20,5.5u35
113,54,H,Columbus ,0,1,2,3,-115,-126
113,55,V,Phoenix ,1,0,0,1,5.5o05,-129
113,56,H,Winnipeg ,2,1,2,5,-110,5.5
113,57,V,Vancouver ,0,0,0,0,5u10,5u20
113,58,H,Los Angeles ,0,0,1,1,-150,-150
114,1,V,San Jose ,1,0,0,2,-125,-128
114,2,H,Washington ,0,1,0,1,5.5o09,5.5u20
114,3,V,Tampa Bay ,0,2,0,2,5o20,5o30
114,4,H,NY Rangers ,1,0,0,1,-148,-175
114,5,V,Toronto ,2,1,1,4,5.5u20,5.5u35
114,6,H,Boston ,2,0,1,3,-207,-190
114,7,V,Philadelphia ,0,1,3,4,-125,-145
114,8,H,Buffalo ,1,0,2,3,5o15,5o15
114,9,V,NY Islanders ,0,1,1,2,5.5o04,-105
114,10,H,Florida ,3,1,0,4,-117,5.5o15
114,11,V,New Jersey ,1,2,1,4,5u20,5u40
114,12,H,Montreal ,1,0,0,1,-167,-180
114,13,V,Ottawa ,1,0,2,3,5.5u25,-108
114,14,H,Minnesota ,0,0,0,0,-123,5o45
114,15,V,Colorado ,2,0,0,3,5.5o25,5.5o15
114,16,H,Chicago ,0,1,1,2,-185,-200
114,17,V,Calgary ,1,0,1,2,5.5u20,5.5u40
114,18,H,Nashville ,1,0,3,4,-177,-190
114,19,V,Phoenix ,0,1,0,1,5.5o09,5.5o15
